student_id,student_name,student_address,student_branch,subject_id,subject_professor_id,professor_id,professor_name,subject,score_id,score_student_id,score_subject_id,marks,score_exam_id,exam_id,exam_name,exam_marks
9638, Rksklo, Central African Republic, economics, 8602, 9585, 1596, masters's degree, economics, 8447, 5249, 3166, 82, 9928, 2642, medicine, 78
7966, Sek, Central African Republic, engineering, 9023, 6188, 4506, masters's degree, programming, 2115, 4241, 4617, 62, 6256, 4805, prob. theory, 61
9339, Lolmlokolo, Guinea, engineering, 1410, 1536, 7336, masters's degree, databases, 980, 2356, 9981, 36, 8815, 6193, medicine, 23
2316, Ziku, Ghana, engineering, 7033, 3378, 78, masters's degree, programming, 8447, 8402, 9516, 26, 2924, 5700, math, 96
5071, Re, Libiya, engineering, 5282, 3256, 5727, doctoral degree, math, 21, 9442, 7239, 57, 3605, 9788, databases, 57
8539, Zikukukusek, Kenya, natural science, 5343, 7172, 3385, masters's degree, foreign language, 9031, 5203, 6834, 65, 2340, 7233, economics, 77
614, Saseksalo, Ghana, natural science, 2557, 3845, 2767, honours degree, economics, 695, 7534, 5675, 58, 4749, 4324, economics, 98
5065, Kelm, Egypt, natural science, 4044, 4764, 1006, masters's degree, biology, 1970, 9462, 4648, 54, 4545, 1469, graph theory, 71
7588, Susuzimeham, Guinea, engineering, 8188, 8029, 5538, masters's degree, foreign language, 4580, 9087, 4535, 1, 419, 9990, biology, 2
9009, Koskreseku, Guinea, computer science, 5106, 965, 7146, honours degree, math, 4734, 3797, 1520, 6, 4064, 8914, physics, 88
4332, Sesasek, Congo, computer science, 9928, 1630, 4827, masters's degree, foreign language, 6622, 7113, 2166, 67, 3347, 1050, physics, 72
9049, Kakulmsu, Ethiopia, computer science, 1074, 927, 2046, doctoral degree, prob. theory, 8117, 4856, 3191, 10, 4903, 9177, databases, 87
271, Reko, Egypt, natural science, 1096, 1054, 6778, honours degree, biology, 109, 9707, 2303, 2, 9792, 1031, math, 59
5960, Sek, Egypt, computer science, 3016, 6546, 1084, masters's degree, social sudies, 35, 4300, 8357, 89, 8035, 2997, graph theory, 11
4899, Sesk, Ghana, computer science, 9485, 4079, 2023, honours degree, foreign language, 1411, 6342, 4893, 68, 6712, 3204, biology, 13
6079, Seso, Cameroon, engineering, 3835, 4244, 9665, masters's degree, differential eq., 8644, 4469, 3563, 57, 7473, 6793, math, 75
3682, Ku, Egypt, economics, 439, 487, 4677, doctoral degree, programming, 1593, 4575, 8625, 96, 8192, 6238, medicine, 84
1839, Kakalo, Congo, engineering, 7305, 5185, 4857, doctoral degree, prob. theory, 4683, 2454, 8839, 28, 4888, 8294, social sudies, 96
1406, Merksek, Guinea, economics, 1267, 2688, 2365, honours degree, graph theory, 889, 9944, 1198, 80, 50, 7807, medicine, 93
8787, Sk, Guinea, engineering, 5280, 5815, 8159, masters's degree, databases, 3843, 4810, 6360, 12, 6710, 1777, social sudies, 63
8033, Ke, Congo, engineering, 5532, 7311, 398, doctoral degree, social sudies, 6090, 8559, 6582, 62, 8394, 2946, social sudies, 46
5545, Kulmselm, Guinea, engineering, 7476, 9304, 4559, honours degree, differential eq., 8440, 5458, 5277, 2, 9853, 8238, medicine, 32
4027, Kasume, Cameroon, foreign languages, 6141, 1945, 1123, masters's degree, economics, 6734, 1715, 5360, 22, 8728, 3925, math, 61
3156, Lmku, Central African Republic, natural science, 225, 2774, 6679, honours degree, economics, 2615, 830, 6734, 97, 5979, 6561, differential eq., 79
9464, Lork, Burundi, computer science, 779, 8240, 7721, masters's degree, differential eq., 7086, 1372, 5729, 38, 7733, 2171, databases, 19
215, Zihamkako, Cameroon, natural science, 5068, 1028, 9389, doctoral degree, foreign language, 4996, 2137, 6337, 59, 7621, 9388, databases, 49
786, Mezi, Egypt, natural science, 1247, 5974, 2516, masters's degree, prob. theory, 2107, 3056, 6573, 6, 5109, 6982, economics, 85
3461, Seseke, Kenya, natural science, 837, 4811, 7628, doctoral degree, physics, 4867, 9870, 3410, 95, 9057, 273, biology, 73
484, Kurkzisosu, Kenya, computer science, 6024, 1196, 7360, honours degree, economics, 1314, 8048, 9243, 7, 6748, 9455, economics, 47
1538, Kesolmsezi, Ethiopia, natural science, 8202, 921, 8064, doctoral degree, medicine, 6487, 5269, 8184, 20, 9055, 2496, foreign language, 53
5969, Sehamziko, Congo, engineering, 9316, 7021, 1287, honours degree, differential eq., 1046, 9489, 1317, 25, 1248, 462, economics, 11
8384, Sa, Central African Republic, computer science, 8811, 3107, 6186, masters's degree, foreign language, 1889, 4907, 4114, 17, 635, 9652, programming, 63
5402, Rkme, Burundi, natural science, 4873, 4425, 4589, masters's degree, programming, 5542, 6146, 3158, 14, 9490, 1489, databases, 26
8876, Lo, Guinea, foreign languages, 8314, 221, 7644, masters's degree, economics, 3546, 6454, 4435, 57, 9708, 7361, graph theory, 88
7176, Keko, Libiya, engineering, 1542, 3249, 4134, doctoral degree, medicine, 2049, 5544, 1457, 28, 5982, 9707, social sudies, 76
900, Kamesesa, Central African Republic, economics, 7200, 1012, 816, masters's degree, social sudies, 7473, 4312, 6369, 43, 9358, 4078, databases, 18
9720, Sakesasu, Burundi, foreign languages, 7600, 5585, 6919, masters's degree, differential eq., 9226, 5770, 4623, 6, 1671, 4783, differential eq., 95
8735, Suzikalo, Libiya, engineering, 4357, 1793, 2112, masters's degree, physics, 8301, 2336, 7924, 18, 2981, 1357, economics, 49
2916, Sekkekere, Ethiopia, computer science, 8446, 1544, 1514, honours degree, programming, 7198, 4770, 3212, 75, 3084, 9946, math, 2
4753, Sksekeme, Egypt, natural science, 9826, 6287, 1428, masters's degree, physics, 2166, 5846, 3421, 2, 5582, 834, foreign language, 95
4511, Rkrkmesuham, Ghana, foreign languages, 2041, 5517, 1088, honours degree, economics, 1141, 8167, 1376, 65, 1616, 4260, programming, 82
4281, Susaserk, Central African Republic, engineering, 5372, 9970, 6357, doctoral degree, medicine, 1741, 5631, 1503, 24, 7811, 7872, economics, 39
1237, Zilo, Libiya, computer science, 8119, 9201, 6349, masters's degree, prob. theory, 5707, 3535, 4810, 55, 6403, 5408, social sudies, 63
8417, Sasosekre, Kenya, economics, 5160, 7384, 3958, masters's degree, graph theory, 5003, 69, 4436, 10, 3939, 7006, prob. theory, 48
9509, Re, Libiya, economics, 8985, 751, 6950, masters's degree, prob. theory, 7019, 6912, 6244, 47, 4415, 1825, math, 5
3916, Seksekrk, Central African Republic, computer science, 5798, 2951, 2466, honours degree, graph theory, 2150, 9726, 2616, 74, 8981, 968, differential eq., 91
906, Kekezikusu, Libiya, computer science, 2141, 1073, 1192, masters's degree, graph theory, 9959, 7732, 4558, 29, 3104, 8629, databases, 88
7035, Loku, Mozambique, foreign languages, 927, 6572, 3183, honours degree, differential eq., 1281, 1605, 5192, 96, 7512, 3087, physics, 46
3083, Hamzikaso, Cameroon, economics, 4057, 9050, 1890, doctoral degree, databases, 535, 3027, 3737, 1, 1766, 4932, foreign language, 98
1541, Ko, Kenya, engineering, 1408, 2786, 3265, masters's degree, math, 6379, 7770, 9475, 16, 9718, 1315, math, 23
2269, Ko, Congo, foreign languages, 2231, 4746, 7610, doctoral degree, math, 1624, 6170, 8238, 11, 5162, 3114, databases, 30
2443, Ziseloham, Egypt, computer science, 3271, 4442, 2628, honours degree, differential eq., 2603, 9429, 6407, 35, 1097, 6919, graph theory, 70
3858, Sekko, Ethiopia, foreign languages, 2775, 7642, 609, masters's degree, biology, 6887, 9979, 7693, 93, 766, 6000, graph theory, 56
9829, Sa, Congo, foreign languages, 3914, 9541, 8784, doctoral degree, medicine, 1262, 2482, 8915, 97, 3758, 1018, differential eq., 28
1636, Hamhamka, Congo, natural science, 69, 5859, 5625, honours degree, math, 5898, 6477, 478, 60, 5055, 8337, medicine, 84
7164, Sesasoka, Congo, engineering, 1076, 837, 9188, doctoral degree, databases, 4230, 5565, 1383, 64, 4812, 1852, biology, 96
7825, Rezikolo, Burundi, natural science, 4673, 1857, 5397, honours degree, differential eq., 4837, 8305, 9909, 44, 9926, 2942, differential eq., 96
3918, Se, Ghana, economics, 6349, 6237, 1420, doctoral degree, databases, 453, 4999, 9399, 91, 8328, 5817, biology, 39
5470, Lm, Central African Republic, foreign languages, 3906, 835, 2369, masters's degree, math, 4493, 9768, 7544, 1, 1137, 4875, prob. theory, 66
5262, Rezikusa, Mozambique, economics, 4345, 5718, 8723, honours degree, graph theory, 3467, 2069, 311, 40, 8915, 2451, economics, 19
5201, Resuseksoham, Burundi, computer science, 2993, 1100, 6914, masters's degree, databases, 5131, 5984, 4659, 17, 7851, 8566, databases, 69
3117, Memere, Libiya, engineering, 2952, 6602, 8280, masters's degree, physics, 2973, 7381, 2357, 1, 4601, 7899, programming, 54
3915, Rklmkesa, Guinea, economics, 5209, 2387, 1829, doctoral degree, economics, 1568, 487, 1399, 79, 6047, 7511, social sudies, 89
2753, Hamkuzisk, Kenya, natural science, 1687, 5995, 9431, doctoral degree, physics, 6384, 1728, 817, 85, 3697, 665, math, 35
9234, Kesekkusese, Ethiopia, engineering, 2407, 3678, 5754, honours degree, differential eq., 8294, 9759, 7961, 79, 5278, 9359, programming, 50
6383, Zi, Kenya, computer science, 9881, 446, 8652, doctoral degree, medicine, 5581, 3847, 2833, 76, 1049, 4950, databases, 63
2989, Mezisa, Libiya, natural science, 2886, 9628, 2063, honours degree, databases, 1234, 3469, 267, 76, 5542, 1805, social sudies, 83
2754, Lo, Central African Republic, foreign languages, 52, 1522, 2599, doctoral degree, foreign language, 7807, 3235, 1247, 81, 142, 986, prob. theory, 13
5772, Lorkmeku, Libiya, natural science, 5089, 8871, 3701, masters's degree, programming, 347, 7605, 1381, 49, 2730, 2408, physics, 17
7611, Sksosere, Ghana, engineering, 1613, 689, 549, masters's degree, physics, 5464, 3679, 8190, 55, 2599, 8713, prob. theory, 72
190, Suko, Ethiopia, engineering, 690, 2803, 2342, honours degree, biology, 9128, 1376, 1964, 80, 5737, 5302, social sudies, 45
9702, Kesek, Cameroon, natural science, 133, 2185, 654, honours degree, foreign language, 832, 7655, 7786, 82, 2557, 8435, medicine, 11
1004, Lmrezi, Libiya, economics, 5598, 8752, 8459, honours degree, medicine, 8766, 9360, 2778, 59, 7922, 698, economics, 70
6500, Zikeka, Egypt, natural science, 7918, 1608, 11, honours degree, social sudies, 2093, 2233, 321, 50, 3438, 5923, math, 2
1352, Skrkskseko, Guinea, economics, 635, 1553, 5926, honours degree, economics, 3280, 9112, 4381, 2, 3620, 2499, prob. theory, 64
7190, Kezi, Ghana, engineering, 8785, 9227, 1545, masters's degree, differential eq., 267, 6487, 5111, 22, 2816, 6635, medicine, 76
8248, Losekzilo, Egypt, economics, 1633, 6270, 2162, masters's degree, medicine, 3116, 8749, 1442, 96, 2727, 3160, programming, 53
3372, Kezilo, Congo, natural science, 994, 8178, 6510, masters's degree, differential eq., 612, 2855, 4438, 4, 1746, 6895, social sudies, 15
2719, Sa, Kenya, engineering, 7260, 1895, 5795, honours degree, differential eq., 377, 6285, 5009, 61, 2180, 1637, databases, 51
7705, Sosk, Guinea, engineering, 2787, 3417, 7735, doctoral degree, graph theory, 1196, 5690, 6216, 27, 3152, 665, math, 68
6326, Skrksose, Cameroon, engineering, 3538, 4722, 730, doctoral degree, economics, 8104, 2231, 9137, 2, 4667, 9239, graph theory, 14
5936, Sasureso, Mozambique, economics, 5346, 1752, 2498, masters's degree, social sudies, 5693, 4702, 8297, 49, 5750, 8009, math, 47
2476, Rekelm, Cameroon, foreign languages, 8730, 6877, 8301, honours degree, databases, 9259, 4207, 4082, 8, 3117, 9962, biology, 22
4610, Zilmsaskku, Kenya, natural science, 8755, 4544, 3259, masters's degree, biology, 2604, 7565, 2279, 40, 8979, 2150, social sudies, 56
1888, Kuke, Cameroon, natural science, 9159, 2365, 8377, honours degree, physics, 7305, 3150, 8600, 75, 7059, 9336, physics, 39
1813, Kohamsaka, Congo, foreign languages, 4480, 2695, 3115, honours degree, foreign language, 806, 6266, 2660, 56, 8024, 7641, math, 38
3521, Mesek, Cameroon, natural science, 9471, 5022, 5237, honours degree, biology, 1867, 4419, 3563, 67, 1095, 9108, prob. theory, 92
2934, Me, Central African Republic, economics, 3348, 5000, 9592, honours degree, programming, 845, 9805, 5236, 25, 1911, 5661, programming, 74
6941, Kezisalo, Libiya, foreign languages, 3414, 4140, 468, honours degree, social sudies, 9525, 5578, 674, 28, 9492, 3395, math, 72
6451, Zisosehamsek, Libiya, foreign languages, 3406, 2828, 2490, masters's degree, differential eq., 7997, 8416, 6432, 89, 1953, 7461, math, 94
6189, Soskzi, Burundi, economics, 5891, 5959, 7712, doctoral degree, physics, 3754, 2240, 6398, 16, 2572, 838, prob. theory, 11
4254, Reskzike, Cameroon, engineering, 7638, 7761, 9904, masters's degree, biology, 5373, 1287, 9166, 70, 6728, 7245, physics, 7
8737, Su, Libiya, computer science, 7166, 1035, 7228, honours degree, physics, 464, 7223, 2465, 63, 4549, 831, graph theory, 54
5440, Kuhamseksek, Ethiopia, computer science, 9816, 801, 7838, masters's degree, prob. theory, 133, 4957, 3438, 78, 9857, 6038, differential eq., 85
1729, Hamskham, Guinea, foreign languages, 9746, 4841, 6849, masters's degree, math, 4228, 164, 2484, 88, 6741, 7583, differential eq., 4
9034, Sekzisukozi, Egypt, natural science, 1480, 92, 4833, masters's degree, economics, 6832, 9114, 4062, 2, 2056, 2306, graph theory, 28
5941, Sosek, Egypt, natural science, 8630, 4786, 3254, honours degree, math, 3838, 2117, 1870, 59, 4780, 3925, biology, 12
2876, Sulmkulosa, Burundi, engineering, 8483, 271, 7399, doctoral degree, biology, 8914, 6506, 5523, 71, 8707, 6044, economics, 45
3534, Rk, Kenya, foreign languages, 8359, 6316, 7323, masters's degree, foreign language, 8065, 182, 6571, 87, 3666, 2206, medicine, 17
7949, Koka, Cameroon, computer science, 526, 748, 5055, masters's degree, graph theory, 9681, 4260, 1977, 9, 4175, 4649, graph theory, 47
4787, Kemerkrk, Ethiopia, economics, 2481, 8334, 9020, masters's degree, math, 3255, 896, 9943, 21, 6998, 9183, math, 69
3958, Lorksoko, Ethiopia, engineering, 8931, 2836, 4788, honours degree, foreign language, 3292, 2356, 5798, 29, 6936, 4459, social sudies, 8
6849, Karezilm, Libiya, engineering, 5184, 253, 7053, honours degree, biology, 9702, 3085, 6264, 46, 8135, 2254, graph theory, 19
9969, Kosesusulo, Ethiopia, economics, 4784, 6242, 9166, masters's degree, social sudies, 4296, 2490, 1749, 82, 948, 7665, programming, 91
1890, Ke, Egypt, natural science, 6675, 9757, 5657, doctoral degree, physics, 1637, 3335, 5814, 1, 9051, 3633, economics, 41
6559, Ham, Libiya, engineering, 1008, 6739, 8865, masters's degree, databases, 2908, 7629, 6290, 34, 7962, 8967, programming, 61
2802, Zisuzi, Congo, natural science, 6712, 1833, 406, masters's degree, economics, 909, 2640, 5186, 56, 7886, 7196, foreign language, 76
9295, Lmham, Burundi, foreign languages, 1909, 5129, 8614, honours degree, math, 2360, 5035, 2590, 89, 8064, 1749, differential eq., 44
8779, Kosake, Ghana, foreign languages, 8902, 6573, 7319, doctoral degree, graph theory, 8811, 205, 8254, 48, 2117, 1023, biology, 16
8777, Sekseksaka, Guinea, foreign languages, 2662, 8251, 160, masters's degree, biology, 2613, 9464, 4052, 4, 3894, 3060, social sudies, 60
5561, So, Cameroon, foreign languages, 2764, 162, 7917, honours degree, databases, 8543, 2300, 9739, 19, 8852, 9737, social sudies, 24
425, Kasozikoke, Egypt, economics, 2019, 4418, 1407, honours degree, biology, 7248, 2409, 272, 66, 7304, 7027, medicine, 100
8003, Lozi, Libiya, foreign languages, 7526, 4943, 6158, masters's degree, foreign language, 9816, 3154, 813, 81, 6980, 4822, math, 27
2082, Kuko, Guinea, engineering, 9697, 3006, 9610, honours degree, social sudies, 3948, 6278, 4169, 95, 5512, 188, social sudies, 74
7524, Lork, Congo, computer science, 6401, 6187, 5897, masters's degree, differential eq., 1060, 4671, 1836, 67, 7629, 7895, physics, 43
8477, Sekse, Mozambique, economics, 9316, 9476, 9933, honours degree, programming, 9009, 5559, 5609, 20, 1327, 1323, foreign language, 37
1499, Hamrkhamme, Mozambique, foreign languages, 8668, 5852, 1565, doctoral degree, programming, 7776, 3359, 1236, 17, 6312, 7430, prob. theory, 97
4754, Me, Egypt, computer science, 5799, 8683, 8869, masters's degree, social sudies, 8052, 1616, 2350, 61, 2301, 3127, databases, 62
702, Reseksuzi, Ethiopia, economics, 4919, 6266, 4354, honours degree, differential eq., 613, 8340, 2152, 45, 3438, 638, prob. theory, 22
7025, Kuham, Ethiopia, foreign languages, 7681, 9233, 7136, doctoral degree, social sudies, 5501, 4479, 9268, 41, 4823, 1351, programming, 76
135, Skkuhamrkham, Central African Republic, economics, 1396, 3870, 9395, honours degree, databases, 9267, 1240, 5239, 40, 7838, 5780, programming, 98
3382, Resalo, Guinea, economics, 2567, 7233, 5873, honours degree, biology, 662, 6908, 2206, 75, 4465, 5067, programming, 89
8425, Zirkkokoku, Cameroon, economics, 7880, 146, 781, honours degree, prob. theory, 5584, 7365, 2055, 53, 2316, 9496, prob. theory, 63
6644, Zisa, Egypt, foreign languages, 5601, 5405, 1248, doctoral degree, foreign language, 8872, 8489, 4137, 95, 6233, 9132, biology, 75
5762, Zi, Burundi, foreign languages, 2134, 135, 2528, masters's degree, prob. theory, 3841, 2296, 6995, 89, 956, 5799, programming, 67
2632, Sklmlohamsa, Central African Republic, computer science, 4429, 6341, 2858, honours degree, programming, 6640, 9743, 2126, 33, 1852, 49, physics, 16
7849, Sa, Congo, engineering, 7561, 7936, 4881, doctoral degree, databases, 7170, 7119, 5686, 95, 3132, 7421, medicine, 26
3757, Skkaka, Kenya, engineering, 9219, 7607, 6755, masters's degree, math, 3915, 8187, 5739, 28, 9336, 6332, medicine, 33
4732, Hamsu, Congo, computer science, 7013, 630, 7306, masters's degree, medicine, 485, 803, 4436, 54, 3933, 4241, medicine, 11
7597, Sekkalmzizi, Ghana, foreign languages, 8354, 6581, 4879, doctoral degree, databases, 5487, 615, 1204, 30, 4711, 1887, differential eq., 55
9893, Lmkoham, Burundi, natural science, 7202, 6304, 216, honours degree, prob. theory, 5463, 3978, 5710, 30, 3319, 2310, differential eq., 40
3270, Ku, Mozambique, economics, 8347, 9401, 9841, doctoral degree, databases, 8916, 5104, 5542, 85, 8352, 927, programming, 73
4730, Se, Libiya, computer science, 1548, 8682, 2083, masters's degree, medicine, 4882, 3043, 4956, 89, 8432, 5658, economics, 22
8211, Kasuhamlm, Burundi, economics, 6653, 818, 8026, masters's degree, programming, 693, 365, 8041, 29, 934, 9792, prob. theory, 95
7770, Sozi, Libiya, natural science, 3736, 368, 9766, honours degree, medicine, 9775, 8955, 5971, 67, 6231, 6953, math, 85
5432, Hamkakoso, Guinea, natural science, 6725, 3071, 6470, honours degree, databases, 1593, 5507, 2489, 82, 784, 6038, medicine, 50
407, Seklm, Guinea, foreign languages, 2432, 9478, 2717, doctoral degree, differential eq., 7446, 1415, 6552, 36, 3924, 1332, biology, 24
7801, Skkuziso, Cameroon, foreign languages, 8571, 3043, 3721, doctoral degree, math, 8929, 92, 4000, 32, 8435, 6414, differential eq., 68
4348, Zisasekko, Mozambique, economics, 9203, 4404, 8608, honours degree, graph theory, 4604, 7135, 4586, 97, 7880, 280, programming, 79
6695, Sklo, Ethiopia, computer science, 3983, 4002, 2948, masters's degree, math, 6453, 5701, 6830, 7, 9624, 1576, prob. theory, 10
325, Ziku, Egypt, economics, 5692, 5683, 5638, doctoral degree, physics, 2133, 1532, 146, 11, 7533, 445, differential eq., 60
9801, Melmhammelo, Congo, computer science, 5990, 4864, 9922, masters's degree, graph theory, 1662, 326, 81, 49, 2855, 6348, economics, 13
660, Sakekuse, Mozambique, economics, 5149, 1438, 7631, honours degree, foreign language, 6817, 1630, 176, 35, 5444, 9413, biology, 38
9420, Susuhamreka, Guinea, natural science, 2150, 2174, 8463, masters's degree, economics, 1253, 8948, 9024, 6, 8253, 5629, differential eq., 66
6098, Ham, Burundi, natural science, 3892, 6517, 5524, honours degree, economics, 3902, 5733, 5321, 31, 5967, 4417, physics, 82
8751, Kukokorkre, Libiya, foreign languages, 8487, 1059, 1379, honours degree, biology, 7066, 2909, 9129, 20, 6296, 9568, graph theory, 5
4525, Keseseme, Ethiopia, computer science, 9213, 7481, 5228, masters's degree, math, 1549, 1337, 2140, 35, 2703, 5306, graph theory, 94
6290, Sokeseke, Egypt, computer science, 2583, 5197, 4651, honours degree, biology, 5274, 694, 9620, 31, 1, 3704, math, 73
5010, Ko, Cameroon, engineering, 1031, 4434, 6638, doctoral degree, social sudies, 5016, 9502, 5150, 75, 3756, 890, prob. theory, 89
4550, Sksuloka, Burundi, economics, 3615, 206, 7486, masters's degree, graph theory, 3115, 38, 9903, 70, 1957, 1416, medicine, 26
8863, Rekukasa, Ghana, economics, 3937, 9940, 6084, masters's degree, economics, 2886, 1282, 7150, 24, 72, 9250, foreign language, 75
3960, Rklmko, Cameroon, engineering, 124, 9172, 2670, doctoral degree, biology, 4459, 7077, 5295, 76, 381, 7657, biology, 20
7757, Soloham, Congo, computer science, 5603, 7722, 2346, honours degree, physics, 7194, 2366, 9984, 9, 8879, 675, physics, 82
9536, Zilosezisu, Ghana, computer science, 4842, 1040, 3088, doctoral degree, foreign language, 4340, 8284, 1516, 2, 2661, 8757, social sudies, 16
2168, Se, Kenya, natural science, 275, 7428, 4671, masters's degree, social sudies, 1966, 4179, 4667, 3, 769, 9125, social sudies, 4
8392, Ku, Libiya, engineering, 9538, 2591, 4797, masters's degree, economics, 8552, 4113, 9918, 6, 7488, 3032, biology, 37
1518, Zirekareko, Ghana, natural science, 8768, 581, 9712, doctoral degree, medicine, 9202, 9921, 4407, 80, 3520, 5266, programming, 6
9344, Losukesek, Cameroon, foreign languages, 9543, 1829, 55, doctoral degree, social sudies, 6642, 4227, 9551, 69, 3627, 9511, social sudies, 38
27, Kokeseka, Kenya, natural science, 7808, 7973, 9505, honours degree, math, 3904, 2215, 6773, 77, 5597, 5084, foreign language, 59
2150, Melmhamlm, Congo, natural science, 9520, 3648, 5663, honours degree, physics, 4439, 2784, 9635, 65, 6094, 1356, databases, 89
3312, Lozizihamko, Cameroon, engineering, 1917, 9062, 9493, doctoral degree, programming, 3951, 800, 2004, 90, 8917, 643, economics, 52
6095, Sekreseskme, Libiya, computer science, 9945, 8325, 3471, doctoral degree, programming, 7579, 6742, 850, 71, 9919, 188, biology, 37
3819, Saseksoso, Ethiopia, economics, 9098, 963, 481, doctoral degree, math, 3391, 3273, 304, 12, 402, 3618, physics, 53
6282, Kumesekka, Central African Republic, economics, 2804, 6101, 9305, doctoral degree, economics, 5228, 8977, 8841, 74, 8327, 6509, math, 41
2166, Ke, Congo, foreign languages, 8995, 7914, 7531, masters's degree, differential eq., 8818, 8156, 6202, 4, 1068, 8413, differential eq., 58
5719, Kuskkurkre, Egypt, computer science, 3774, 8267, 932, doctoral degree, biology, 4536, 6025, 2201, 8, 7095, 1020, physics, 26
1350, Zisekka, Burundi, engineering, 5629, 4275, 3153, masters's degree, databases, 2110, 4810, 6863, 97, 6695, 7206, math, 100
8463, Kakose, Egypt, engineering, 9620, 6792, 3158, honours degree, social sudies, 5274, 6519, 6133, 7, 2129, 4333, math, 57
3022, Sulolmko, Guinea, computer science, 5936, 7658, 7295, honours degree, foreign language, 5428, 2422, 3388, 41, 6215, 1377, math, 81
4536, Komesekkake, Egypt, engineering, 3377, 3129, 532, doctoral degree, databases, 7389, 3160, 1762, 77, 5853, 6090, graph theory, 16
1220, Susa, Cameroon, engineering, 1339, 6489, 3188, honours degree, social sudies, 1186, 842, 1682, 60, 5454, 2977, differential eq., 83
9148, Ham, Guinea, economics, 2922, 9156, 9821, doctoral degree, foreign language, 4525, 1713, 1068, 15, 8049, 9224, foreign language, 37
7876, Sosa, Guinea, computer science, 1507, 6067, 4150, doctoral degree, medicine, 4715, 3027, 3124, 42, 8529, 5766, graph theory, 20
2741, Sask, Egypt, economics, 3985, 5772, 9773, honours degree, foreign language, 2154, 393, 9422, 66, 6600, 581, economics, 37
8295, Resesare, Cameroon, computer science, 2343, 1710, 79, masters's degree, foreign language, 3676, 3062, 2714, 21, 2726, 6731, programming, 60
7142, Mekesu, Ghana, engineering, 5368, 8949, 3461, doctoral degree, math, 170, 142, 102, 43, 8891, 3226, physics, 82
9976, Keseskkoko, Ghana, engineering, 9549, 1555, 3930, masters's degree, foreign language, 2197, 4047, 2305, 53, 2312, 4778, programming, 100
6099, Sukesek, Congo, natural science, 2983, 5145, 1972, doctoral degree, foreign language, 9008, 5453, 7688, 45, 4654, 1641, foreign language, 24
2686, Sklm, Egypt, computer science, 3317, 8401, 8524, doctoral degree, social sudies, 8036, 7020, 7587, 82, 8784, 7353, foreign language, 33
6149, Ham, Libiya, computer science, 5645, 4023, 1993, doctoral degree, physics, 8809, 3709, 6322, 1, 2168, 7469, foreign language, 21
8321, Ham, Congo, natural science, 2862, 6862, 4487, masters's degree, medicine, 7418, 8586, 7606, 91, 6567, 1927, biology, 91
6665, Sakeso, Ethiopia, economics, 4261, 3943, 6710, masters's degree, programming, 4053, 3091, 6841, 64, 7378, 9124, medicine, 58
1781, Meso, Congo, economics, 2886, 5675, 8423, doctoral degree, economics, 4823, 9068, 465, 68, 7253, 5355, physics, 94
7552, Sososehamsa, Central African Republic, engineering, 5802, 5440, 9171, honours degree, economics, 6965, 4243, 8443, 96, 1748, 9186, biology, 73
1552, Sksasuzise, Guinea, economics, 54, 4619, 1443, doctoral degree, prob. theory, 1547, 6942, 5737, 18, 5447, 3977, biology, 36
9660, Lokerere, Burundi, engineering, 5535, 4781, 4656, honours degree, social sudies, 8081, 6292, 1404, 24, 9253, 3751, medicine, 97
4637, Kakosk, Kenya, foreign languages, 226, 5204, 6716, honours degree, programming, 7812, 8617, 7336, 42, 8445, 6624, physics, 37
5837, Kakoso, Libiya, foreign languages, 9478, 64, 5705, doctoral degree, programming, 4347, 505, 1093, 57, 1179, 3244, math, 85
4962, Suhamziku, Ghana, economics, 7670, 3463, 2128, doctoral degree, economics, 5239, 7201, 7786, 73, 1868, 2041, math, 70
659, Lmsk, Central African Republic, natural science, 8258, 683, 1638, honours degree, differential eq., 7748, 8850, 8275, 61, 8652, 3497, physics, 17
2025, Zi, Egypt, economics, 4656, 2905, 1268, honours degree, medicine, 390, 6842, 1537, 53, 1794, 5367, programming, 78
5232, Kosulosk, Egypt, engineering, 503, 8266, 5124, honours degree, social sudies, 7627, 2717, 2023, 34, 2518, 2874, databases, 1
3644, Sume, Kenya, economics, 6011, 3307, 5083, doctoral degree, economics, 1584, 7140, 9014, 20, 8954, 5624, foreign language, 5
5375, Mesososksk, Ethiopia, economics, 563, 8136, 9503, doctoral degree, programming, 5770, 1395, 7239, 81, 5394, 9293, medicine, 11
5596, Solmhamlmzi, Burundi, computer science, 3831, 4115, 2585, masters's degree, graph theory, 63, 6217, 3630, 53, 7472, 1677, differential eq., 12
8016, Kasu, Cameroon, computer science, 2365, 2678, 5063, honours degree, programming, 3943, 7727, 922, 62, 6308, 2388, differential eq., 50
1857, Loskzi, Mozambique, foreign languages, 9681, 8204, 4663, doctoral degree, physics, 500, 3337, 1542, 31, 6040, 5814, graph theory, 33
3834, Rerkskham, Ghana, natural science, 7552, 5206, 6239, honours degree, economics, 4118, 9086, 6988, 72, 5124, 1910, prob. theory, 82
1606, Lmsekrelm, Central African Republic, computer science, 1634, 7916, 6798, doctoral degree, biology, 7014, 5737, 5195, 4, 5030, 6240, physics, 88
1439, Kerkkese, Ethiopia, engineering, 2013, 536, 6537, honours degree, graph theory, 6145, 6825, 12, 8, 4912, 5434, economics, 24
